,fighter_name,Height_cm,Weight_kg,Reach_cm,Stance,SLpM,Str_Acc%,Strikes_absorbed/m,Str_Def%,TD_Avg,TD_Def%,Sub_Avg,weight_class,TD_Acc
784,Josh Pulsifer,177.8,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
785,Nick Piedmont,177.8,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
786,Cole Province,175.26,65,68,Orthodox,1.47,44.0,2.72,43.0,2.4,83.0,1.0,Lightweight,50.0
787,Juan Manuel Puig,175.26,65,69,Orthodox,4.91,23.0,7.17,51.0,0.0,62.15,0.0,Lightweight,43.63
788,Gina Carano,172.72,65,69,Southpaw,4.5,47.0,2.66,64.0,1.24,85.0,1.6,Lightweight,66.0
789,Edgar Cardenas,172.22,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
790,Spike Carlyle,172.72,65,71,Switch,2.55,54.0,3.85,30.0,3.34,57.0,0.5,Lightweight,36.0
791,Josh LaBerge,177.8,65,69,Orthodox,2.53,36.0,5.33,44.0,0.0,71.0,0.0,Lightweight,43.63
792,Noad Lahat,175.26,65,69,Southpaw,2.79,46.0,1.47,63.0,2.37,16.0,2.4,Lightweight,26.0
793,Todd Lally,170.18,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
794,Jamall Emmers,177.8,65,74,Southpaw,5.75,52.0,4.65,54.0,2.9,100.0,0.0,Lightweight,53.0
795,Josh Emmett,167.64000000000001,65,70,Southpaw,4.32,39.0,4.02,63.0,1.43,50.0,0.1,Lightweight,47.0
796,Adli Edwards,172.22,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
797,Darren Elkins,177.8,65,71,Southpaw,3.5,38.0,3.08,52.0,2.7,58.0,1.2,Lightweight,33.0
798,Jeremy Larsen,177.8,65,70,Orthodox,4.87,48.0,5.75,57.0,2.49,62.15,0.0,Lightweight,33.0
799,Justin Lawrence,172.72,65,67,Southpaw,3.84,35.0,2.83,67.0,0.72,73.0,0.0,Lightweight,28.0
800,Lance Lawrence,185.42,65,74,Orthodox,5.87,50.0,9.8,24.0,1.0,50.0,0.0,Lightweight,100.0
801,Danyelle Wolf,180.34,65,70,Orthodox,3.4,28.0,5.67,44.0,0.0,100.0,1.0,Lightweight,43.63
802,Mark Eddiva,172.72,65,68,Southpaw,3.37,45.0,2.98,54.0,1.45,63.0,0.0,Lightweight,22.0
803,Billy Quarantillo,177.8,65,70,Southpaw,7.03,64.0,4.37,42.0,1.28,57.0,1.8,Lightweight,31.0
804,Ryan Quinn,172.72,65,69,Southpaw,2.31,41.0,1.67,48.0,0.0,62.15,1.9,Lightweight,43.63
805,Jens Pulver,170.18,65,70,Southpaw,2.12,37.0,3.13,56.0,0.22,63.0,0.3,Lightweight,33.0
806,Bao Quach,160.02,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
807,Vince Cachero,167.64000000000001,65,68,Orthodox,3.29,45.0,6.51,43.0,0.0,18.0,0.5,Lightweight,43.63
808,Travis Calanoc,172.72,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
809,Wagner Campos,167.64000000000001,65,69,Southpaw,1.54,41.0,2.53,51.0,2.71,62.15,0.0,Lightweight,100.0
810,Iony Razafiarison,160.02,65,69,Orthodox,1.2,42.0,1.4,53.0,2.0,75.0,0.0,Lightweight,50.0
811,Paul Redmond,177.8,65,69,Orthodox,0.72,34.0,2.99,41.0,0.0,50.0,0.0,Lightweight,43.63
812,Dennis Buzukja,175.26,65,71,Switch,3.8,46.0,6.8,35.0,2.0,100.0,1.0,Lightweight,25.0
813,Alex Caceres,177.8,65,73,Southpaw,4.1,50.0,2.82,65.0,0.57,64.0,0.8,Lightweight,78.0
814,Jordan Rinaldi,177.8,65,72,Orthodox,1.56,35.0,2.32,59.0,1.45,20.0,1.2,Lightweight,35.0
815,Albert Rios,172.72,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
816,Ricardo Ramos,175.26,65,72,Orthodox,3.0,39.0,3.28,58.0,1.99,71.0,0.7,Lightweight,56.0
817,Kyle Reyes,172.72,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
818,Gaston Reyno,182.88,65,69,Southpaw,7.79,62.0,3.9,44.0,0.0,62.15,11.7,Lightweight,43.63
819,Mike Budnik,175.26,65,68,Orthodox,0.65,52.0,0.95,53.0,0.0,62.15,3.4,Lightweight,43.63
820,Shane Burgos,180.34,65,75,Southpaw,7.31,50.0,5.81,60.0,0.3,89.0,0.1,Lightweight,100.0
821,Mads Burnell,172.72,65,69,Orthodox,1.28,41.0,2.71,51.0,3.45,22.0,0.4,Lightweight,47.0
822,Herbert Burns,175.26,65,73,Orthodox,1.67,45.0,5.02,33.0,4.64,75.0,2.8,Lightweight,83.0
823,Martin Buschkamp,175.26,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
824,Jerome Rivera,177.8,65,72,Southpaw,3.08,34.0,2.47,51.0,0.0,40.0,0.0,Lightweight,43.63
825,Kamuela Kirk,177.8,65,75,Switch,5.31,57.0,12.25,21.0,2.89,100.0,0.0,Lightweight,40.0
826,Isao Kobayashi,172.72,65,69,Orthodox,1.01,33.0,1.66,45.0,2.17,100.0,0.0,Lightweight,100.0
827,Katsunori Kikuno,172.72,65,66,Southpaw,2.64,40.0,2.47,61.0,1.88,76.0,0.8,Lightweight,75.0
828,Jacob Kilburn,175.26,65,72,Orthodox,2.56,33.0,6.78,35.0,0.51,20.0,0.5,Lightweight,5.0
829,Jason Knight,177.8,65,71,Orthodox,2.95,33.0,3.02,51.0,1.31,47.0,1.7,Lightweight,31.0
830,Alex Enlund,177.8,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
831,Julian Erosa,185.42,65,74,Southpaw,5.07,47.0,5.72,50.0,1.32,58.0,0.9,Lightweight,54.0
832,Evan Esguerra,172.22,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
833,Pete Rogers Jr.,182.88,65,69,Orthodox,0.66,15.0,1.71,65.0,0.0,62.15,0.0,Lightweight,43.63
834,Marcelo Rojo,172.72,65,71,Orthodox,5.1,36.0,7.3,51.0,1.03,100.0,0.0,Lightweight,50.0
835,Diego Rivas,172.72,65,69,Orthodox,1.37,40.0,2.14,52.0,1.79,64.0,0.9,Lightweight,60.0
836,Kevin Roddy,180.34,65,69,Southpaw,2.64,30.0,2.38,60.0,0.0,50.0,0.0,Lightweight,43.63
837,Yair Rodriguez,180.34,65,71,Southpaw,4.33,45.0,3.13,57.0,0.9,63.0,0.9,Lightweight,29.0
838,Charles Rosa,175.26,65,69,Switch,3.11,37.0,3.78,48.0,1.76,40.0,1.0,Lightweight,32.0
839,Roberta Rovel,172.72,65,69,Orthodox,0.87,46.0,3.0,26.0,0.0,100.0,0.0,Lightweight,43.63
840,Jonathan Brookins,182.88,65,74,Southpaw,2.69,39.0,3.63,56.0,1.94,80.0,0.3,Lightweight,17.0
841,Mike Brown,167.64000000000001,65,70,Southpaw,2.98,44.0,2.45,60.0,3.23,66.0,0.6,Lightweight,40.0
842,TJ Brown,175.26,65,72,Switch,3.22,42.0,2.21,50.0,4.92,40.0,0.4,Lightweight,60.0
843,Humberto Brown Morrison,177.8,65,69,Orthodox,1.71,50.0,2.19,62.0,1.43,62.15,0.0,Lightweight,25.0
844,Fernando Bruno,167.64000000000001,65,69,Orthodox,1.75,39.0,1.78,48.0,2.02,56.0,0.5,Lightweight,22.0
845,Julia Budd,170.18,65,67,Southpaw,2.42,74.0,1.18,47.0,3.6,83.0,0.0,Lightweight,57.0
846,Chan Sung Jung,170.18,65,72,Southpaw,4.15,41.0,4.01,56.0,0.62,75.0,0.5,Lightweight,41.0
847,Myles Jury,177.8,65,73,Southpaw,2.94,42.0,2.16,66.0,2.16,50.0,0.3,Lightweight,55.0
848,Cristiane Justino,172.72,65,68,Southpaw,7.28,52.0,2.25,64.0,0.66,94.0,0.4,Lightweight,55.0
849,Oron Kahlon,172.72,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
850,Kai Kamaka,170.18,65,69,Orthodox,6.58,60.0,6.74,49.0,3.68,37.0,0.6,Lightweight,75.0
851,Brian Kelleher,167.64000000000001,65,66,Switch,3.92,39.0,5.47,53.0,1.0,59.0,0.7,Lightweight,25.0
852,Jeremy Kennedy,180.34,65,71,Orthodox,2.22,46.0,2.58,47.0,5.73,66.0,0.0,Lightweight,52.0
853,Calvin Kattar,180.34,65,72,Orthodox,5.07,42.0,8.16,50.0,0.37,89.0,0.0,Lightweight,30.0
854,Canaan Kawaihae,182.88,65,69,Southpaw,2.33,72.0,5.4,34.0,0.0,100.0,0.0,Lightweight,43.63
855,Tatsuya Kawajiri,170.18,65,69,Southpaw,2.04,44.0,2.01,50.0,3.63,63.0,1.1,Lightweight,48.0
856,Movsar Evloev,170.18,65,72,Southpaw,4.7,44.0,2.83,64.0,2.75,70.0,0.0,Lightweight,37.0
857,Wagnney Fabiano,167.64000000000001,65,69,Southpaw,1.19,38.0,0.66,70.0,3.44,100.0,0.4,Lightweight,64.0
858,Zarah Fairn,172.72,65,72,Orthodox,1.98,45.0,6.61,39.0,0.0,50.0,0.0,Lightweight,43.63
859,Chance Farrar,175.26,65,69,Southpaw,0.81,22.0,2.21,67.0,3.02,62.15,0.0,Lightweight,100.0
860,Rodolfo Rubio Perez,165.1,65,69,Southpaw,1.13,36.0,1.0,62.0,2.0,33.0,0.0,Lightweight,33.0
861,Patrick Sabatini,172.72,65,70,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
862,Luis Saldana,180.34,65,73,Southpaw,7.17,59.0,1.21,78.0,0.0,62.15,0.0,Lightweight,43.63
863,Donald Sanchez,177.8,65,69,Orthodox,0.58,50.0,1.16,55.0,0.0,50.0,0.0,Lightweight,43.63
864,Emmanuel Sanchez,175.26,65,71,Southpaw,4.45,35.0,4.17,55.0,0.25,16.0,0.5,Lightweight,6.0
865,Erick Sanchez,177.8,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
866,Colley  Bradford,170.18,65,69,Orthodox,0.43,25.0,1.73,50.0,19.42,100.0,0.0,Lightweight,50.0
867,Martin Bravo,172.72,65,71,Southpaw,7.66,39.0,5.72,51.0,2.6,85.0,0.0,Lightweight,35.0
868,Diego Brandao,170.18,65,64,Orthodox,2.94,47.0,3.38,62.0,3.21,80.0,0.6,Lightweight,68.0
869,Mike Santiago,177.8,65,69,Orthodox,3.44,49.0,3.58,36.0,2.66,53.0,1.1,Lightweight,50.0
870,Gleristone Santos,175.26,65,69,Orthodox,3.4,31.0,4.4,64.0,0.0,75.0,0.0,Lightweight,43.63
871,Scott Shaffer,170.18,65,69,Southpaw,2.4,67.0,0.53,50.0,0.0,72.0,3.0,Lightweight,43.63
872,Matt Sayles,170.18,65,68,Southpaw,5.44,42.0,3.13,61.0,0.0,81.0,0.4,Lightweight,43.63
873,Duda Santana,170.18,65,73,Southpaw,6.01,39.0,2.72,73.0,6.44,62.15,0.0,Lightweight,60.0
874,Pat Schilling,172.72,65,69,Orthodox,1.87,26.0,8.24,52.0,0.0,62.15,0.0,Lightweight,43.63
875,Greg Scott,175.26,65,69,Orthodox,3.9,55.0,7.79,37.0,11.69,62.15,0.0,Lightweight,100.0
876,Kim In Seok,167.64000000000001,65,69,Orthodox,0.87,37.0,5.19,60.0,0.0,62.15,0.0,Lightweight,43.63
877,Mackens Semerzier,175.26,65,72,Orthodox,2.91,45.0,3.48,46.0,2.14,50.0,2.1,Lightweight,50.0
878,Kyle Bochniak,170.18,65,70,Orthodox,2.63,31.0,5.11,58.0,1.14,62.0,0.0,Lightweight,15.0
879,Jay Bogan,172.22,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
880,Marcos Bonilla,177.8,65,69,Orthodox,0.47,12.0,0.47,94.0,0.0,62.15,0.0,Lightweight,43.63
881,Charles Jourdain,175.26,65,69,Switch,4.79,45.0,4.11,61.0,0.0,47.0,0.7,Lightweight,43.63
882,Kenny Florian,177.8,65,74,Southpaw,2.41,40.0,1.85,63.0,2.22,60.0,1.3,Lightweight,33.0
883,AJ Fonseca,162.56,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
884,Chris Fishgold,172.72,65,68,Orthodox,2.01,32.0,2.7,46.0,2.59,44.0,1.3,Lightweight,46.0
885,Bryanna Fissori,162.56,65,69,Southpaw,1.4,46.0,1.2,57.0,2.0,50.0,0.0,Lightweight,25.0
886,Alejandro Flores,177.8,65,73,Southpaw,3.66,40.0,2.02,54.0,0.0,62.15,0.0,Lightweight,43.63
887,Tito Jones,172.72,65,69,Southpaw,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
888,Victor Jones,172.22,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
889,Andre Fili,180.34,65,74,Orthodox,3.73,36.0,3.9,52.0,2.5,64.0,0.2,Lightweight,49.0
890,Georgi Karakhanyan,172.72,65,69,Orthodox,4.49,39.0,5.0,54.0,1.41,33.0,1.9,Lightweight,50.0
891,Raja Shippen,167.64000000000001,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
892,Sam Sicilia,172.72,65,67,Orthodox,2.46,33.0,3.55,59.0,1.45,70.0,0.9,Lightweight,43.0
893,Steven Siler,180.34,65,70,Southpaw,3.21,41.0,2.96,54.0,0.47,55.0,1.6,Lightweight,21.0
894,Douglas Silva de Andrade,170.18,65,68,Orthodox,3.77,38.0,4.26,58.0,0.7,66.0,0.0,Lightweight,50.0
895,Jamey Simmons,167.64000000000001,65,70,Orthodox,0.52,50.0,2.08,50.0,0.0,100.0,0.0,Lightweight,43.63
896,Matt Bessette,177.8,65,70,Orthodox,4.36,41.0,4.45,58.0,0.64,61.0,0.3,Lightweight,28.0
897,Maximo Blanco,172.72,65,71,Southpaw,4.11,44.0,3.19,66.0,1.85,63.0,0.3,Lightweight,36.0
898,David Blanco,170.18,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
899,Arlene Blencowe,165.1,65,69,Southpaw,2.31,43.0,2.1,43.0,0.0,55.0,0.6,Lightweight,43.63
900,Chas Skelly,180.34,65,72,Orthodox,2.02,40.0,3.35,48.0,1.71,33.0,2.4,Lightweight,34.0
901,Zach Skinner,167.64000000000001,65,69,Orthodox,0.53,50.0,2.4,32.0,5.0,100.0,1.0,Lightweight,27.0
902,Justin Smitley,172.22,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
903,Manny Bermudez,177.8,65,71,Southpaw,2.92,61.0,2.68,46.0,3.06,62.15,3.1,Lightweight,54.0
904,Takeshi Inoue,172.72,65,69,Orthodox,2.54,44.0,3.32,61.0,0.0,47.0,0.0,Lightweight,43.63
905,Damon Jackson,180.34,65,71,Switch,2.46,35.0,3.63,45.0,1.14,35.0,2.7,Lightweight,20.0
906,Gigo Jara,175.26,65,69,Orthodox,2.26,57.0,2.71,51.0,0.0,66.0,0.0,Lightweight,43.63
907,Rony Jason,170.18,65,73,Orthodox,2.04,44.0,3.14,53.0,0.59,36.0,0.8,Lightweight,30.0
908,Bubba Jenkins,170.18,65,69,Southpaw,2.41,37.0,1.58,67.0,7.23,100.0,0.0,Lightweight,68.0
909,Adrienna Jenkins,172.72,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
910,Sung Bin Jo,182.88,65,72,Orthodox,1.4,33.0,2.67,51.0,1.0,83.0,1.0,Lightweight,33.0
911,Ricky Johnson,172.72,65,69,Orthodox,1.83,25.0,6.3,36.0,0.0,62.15,0.0,Lightweight,43.63
912,Dashon Johnson,170.18,65,69,Orthodox,1.01,69.0,3.83,35.0,0.85,63.0,0.8,Lightweight,33.0
913,John Franchi,167.64000000000001,65,67,Orthodox,1.83,48.0,2.59,48.0,2.68,40.0,0.3,Lightweight,80.0
914,Brandon Foxworth,180.34,65,69,Orthodox,1.33,32.0,4.59,50.0,0.0,62.15,0.0,Lightweight,43.63
915,Mario Soto,182.88,65,69,Orthodox,1.43,23.0,5.23,42.0,0.0,62.15,0.0,Lightweight,43.63
916,Edimilson Souza,182.88,65,74,Southpaw,4.65,44.0,2.91,58.0,0.0,50.0,0.0,Lightweight,43.63
917,Dennis Siver,167.64000000000001,65,70,Southpaw,3.87,32.0,2.67,65.0,0.87,65.0,0.3,Lightweight,32.0
918,Cody Stamann,167.64000000000001,65,64,Southpaw,4.14,48.0,3.18,63.0,3.03,80.0,0.0,Lightweight,46.0
919,Song Yadong,172.72,65,67,Southpaw,4.35,42.0,3.64,57.0,0.59,56.0,0.4,Lightweight,75.0
920,Sean Soriano,175.26,65,69,Southpaw,3.15,61.0,2.31,52.0,1.27,55.0,0.0,Lightweight,42.0
921,Felicia Spencer,167.64000000000001,65,68,Orthodox,3.02,45.0,5.57,43.0,0.64,14.0,0.3,Lightweight,10.0
922,Austin Springer,172.72,65,71,Southpaw,3.54,57.0,3.15,41.0,3.37,100.0,0.8,Lightweight,40.0
923,Jeff Bedard,167.64000000000001,65,69,Southpaw,0.8,51.0,0.0,100.0,3.43,100.0,2.6,Lightweight,66.0
924,Mirsad Bektic,172.72,65,70,Southpaw,2.43,41.0,1.8,57.0,3.98,92.0,0.4,Lightweight,52.0
925,Jeremy Stephens,175.26,65,71,Southpaw,3.18,40.0,3.06,58.0,1.16,65.0,0.4,Lightweight,38.0
926,Joe Stevenson,170.18,65,70,Orthodox,2.05,44.0,2.44,60.0,2.75,39.0,2.2,Lightweight,44.0
927,Lazar Stojadinovic,170.18,65,68,Southpaw,1.82,29.0,1.97,59.0,0.0,62.15,0.0,Lightweight,43.63
928,Daniel Straus,170.18,65,71,Southpaw,4.76,43.0,2.99,57.0,0.84,81.0,1.1,Lightweight,15.0
929,Daniel Swain,175.26,65,70,Orthodox,0.8,44.0,3.2,40.0,0.0,62.15,6.0,Lightweight,43.63
930,Cub Swanson,172.72,65,70,Southpaw,4.64,50.0,3.64,60.0,1.09,60.0,0.5,Lightweight,51.0
931,Peter Barrett,177.8,65,73,Southpaw,4.18,61.0,4.32,42.0,1.39,66.0,0.0,Lightweight,22.0
932,David Barrios,167.64000000000001,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
933,Enrique Barzola,170.18,65,70,Southpaw,3.91,41.0,2.97,68.0,4.2,66.0,0.3,Lightweight,45.0
934,Stephen Bass,175.26,65,69,Orthodox,4.87,52.0,5.87,55.0,0.0,62.15,0.0,Lightweight,43.63
935,Deividas Taurosevicius,175.26,65,68,Southpaw,2.13,43.0,1.82,59.0,2.0,50.0,0.3,Lightweight,28.0
936,Renan Barao,167.64000000000001,65,70,Orthodox,3.78,36.0,3.9,57.0,1.49,91.0,0.5,Lightweight,41.0
937,Edson Barboza,180.34,65,75,Orthodox,3.98,43.0,4.03,60.0,0.44,78.0,0.1,Lightweight,44.0
938,James Barnes,172.72,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
939,Jimy Hettes,175.26,65,71,Southpaw,3.47,57.0,3.5,57.0,5.2,61.0,1.4,Lightweight,44.0
940,Alex Higley,177.8,65,69,Orthodox,0.29,100.0,1.74,60.0,0.0,62.15,0.0,Lightweight,43.63
941,Dan Ige,170.18,65,71,Southpaw,3.95,46.0,3.36,58.0,1.68,59.0,0.5,Lightweight,27.0
942,Max Holloway,180.34,65,69,Southpaw,7.26,46.0,4.58,60.0,0.21,84.0,0.3,Lightweight,71.0
943,Mark Hominick,172.72,65,68,Orthodox,4.08,42.0,4.18,69.0,0.25,71.0,0.9,Lightweight,66.0
944,Chase Hooper,185.42,65,74,Southpaw,4.43,45.0,3.95,38.0,0.32,66.0,2.2,Lightweight,7.0
945,Yoshinori Horie,172.72,65,70,Orthodox,2.76,49.0,5.65,48.0,0.0,62.15,0.0,Lightweight,43.63
946,Patricio Freire,165.1,65,65,Orthodox,2.84,41.0,4.43,60.0,0.6,94.0,0.6,Lightweight,18.0
947,Mike French,177.8,65,69,Orthodox,0.23,23.0,2.17,42.0,0.0,22.0,1.0,Lightweight,43.63
948,Masio Fullen,177.8,65,70,Orthodox,2.46,32.0,3.5,54.0,0.47,69.0,0.0,Lightweight,33.0
949,Thiago Tavares,170.18,65,70,Orthodox,2.0,40.0,2.31,62.0,3.83,62.0,1.5,Lightweight,42.0
950,Anthony Taylor,170.18,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
951,John Teixeira,170.18,65,69,Southpaw,3.36,35.0,3.2,63.0,1.0,71.0,0.7,Lightweight,27.0
952,Taneisha Tennant,170.18,65,70,Southpaw,5.67,55.0,3.4,71.0,0.0,100.0,0.0,Lightweight,43.63
953,Daniel Teymur,165.1,65,69,Orthodox,3.08,46.0,3.93,56.0,0.56,60.0,0.3,Lightweight,18.0
954,Melsik Baghdasaryan,175.26,65,70,Southpaw,6.8,64.0,3.8,53.0,0.0,75.0,0.0,Lightweight,43.63
955,Stephen Banaszak,182.88,65,69,Southpaw,4.2,47.0,1.15,66.0,0.0,100.0,1.9,Lightweight,43.63
956,Jordan Bailey,175.26,65,69,Southpaw,1.74,40.0,0.29,54.52,4.35,62.15,4.3,Lightweight,100.0
957,Humberto Bandenay,180.34,65,71,Southpaw,2.22,41.0,4.79,41.0,2.9,62.0,0.5,Lightweight,46.0
958,Anthony Avila,170.18,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
959,Chris Avila,177.8,65,69,Orthodox,2.37,30.0,4.17,48.0,0.0,46.0,0.0,Lightweight,43.63
960,Hunter Azure,172.72,65,69,Southpaw,4.17,52.0,1.99,62.0,2.52,76.0,1.4,Lightweight,45.0
961,Niklas Backstrom,185.42,65,69,Orthodox,1.12,41.0,3.65,40.0,2.92,72.0,2.2,Lightweight,80.0
962,Treston Thomison,172.72,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
963,Brett Tillis,172.22,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
964,Tyler Toner,172.72,65,70,Southpaw,2.95,52.0,2.13,62.0,0.0,54.0,0.4,Lightweight,43.63
965,Ilia Topuria,170.18,65,69,Southpaw,2.5,45.0,1.87,68.0,4.25,100.0,4.2,Lightweight,55.0
966,Alex Torres,177.8,65,69,Orthodox,2.47,37.0,2.73,69.0,2.0,50.0,0.0,Lightweight,22.0
967,Gavin Tucker,167.64000000000001,65,66,Southpaw,4.39,45.0,4.28,57.0,2.98,53.0,1.5,Lightweight,42.0
968,Zubaira Tukhugov,172.72,65,68,Southpaw,2.54,38.0,2.53,63.0,2.54,100.0,0.0,Lightweight,46.0
969,Timur Valiev,167.64000000000001,65,67,Southpaw,5.5,71.0,1.55,56.0,2.73,50.0,0.0,Lightweight,66.0
970,Askar Askar,170.18,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
971,Junior Assuncao,175.26,65,72,Southpaw,3.31,62.0,2.06,44.0,2.43,66.0,0.7,Lightweight,24.0
972,Trevor Harris,167.64000000000001,65,69,Southpaw,1.73,50.0,0.43,75.0,0.0,50.0,6.5,Lightweight,43.63
973,Tommy Hayden,175.26,65,69,Southpaw,1.48,27.0,2.05,55.0,3.42,66.0,0.0,Lightweight,33.0
974,Pablo Garza,185.42,65,73,Southpaw,3.37,44.0,2.7,50.0,0.94,15.0,1.3,Lightweight,25.0
975,Danny Henry,182.88,65,73,Southpaw,5.2,51.0,4.16,45.0,0.74,50.0,2.2,Lightweight,33.0
976,Turrell Galloway,160.02,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
977,Joey Gambino,170.18,65,69,Orthodox,2.47,35.0,2.53,51.0,0.0,42.0,0.8,Lightweight,43.63
978,Eduardo Garagorri,175.26,65,70,Southpaw,3.42,51.0,2.36,58.0,0.48,61.0,0.0,Lightweight,100.0
979,Leonard Garcia,177.8,65,68,Orthodox,2.77,24.0,4.79,52.0,0.3,42.0,0.5,Lightweight,26.0
980,Alejandro Garcia,170.18,65,69,Southpaw,1.22,62.0,1.14,65.0,8.55,66.0,0.0,Lightweight,87.0
981,Hatsu Hioki,180.34,65,73,Southpaw,2.42,42.0,2.12,65.0,2.55,54.0,0.6,Lightweight,56.0
982,Terrance McKinney,180.34,65,74,Switch,1.17,50.0,0.59,66.0,4.4,62.15,0.0,Lightweight,33.0
983,Zach Zane,170.18,65,69,Southpaw,0.87,56.0,6.67,20.0,0.0,26.0,0.0,Lightweight,43.63
984,Cat Zingano,167.64000000000001,65,68,Southpaw,2.57,61.0,1.63,47.0,2.77,42.0,0.8,Lightweight,65.0
985,Alex Zuniga,172.22,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
986,Justin Governale,172.22,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
987,Hiroyuki Abe,167.64000000000001,65,69,Orthodox,1.71,36.0,3.11,63.0,0.0,33.0,0.0,Lightweight,43.63
988,Sodiq Yusuff,175.26,65,71,Southpaw,6.1,49.0,4.06,58.0,0.0,72.0,0.3,Lightweight,43.63
989,Luis Gomez,170.18,65,68,Orthodox,1.57,33.0,4.03,55.0,4.48,33.0,0.0,Lightweight,50.0
990,Justin Gonzales,175.26,65,72,Southpaw,6.67,80.0,0.87,43.0,14.0,100.0,0.0,Lightweight,73.0
991,Jared Gordon,175.26,65,68,Southpaw,5.54,56.0,3.22,60.0,2.81,55.0,0.0,Lightweight,39.0
992,Tyson Griffin,167.64000000000001,65,68,Southpaw,3.71,41.0,2.3,65.0,1.87,59.0,0.9,Lightweight,46.0
993,Matt Grice,172.72,65,70,Southpaw,4.09,53.0,2.69,56.0,2.19,82.0,0.5,Lightweight,37.0
994,Jordan Griffin,177.8,65,73,Southpaw,2.6,46.0,3.18,48.0,0.78,42.0,1.8,Lightweight,23.0
995,Rick Glenn,182.88,65,70,Southpaw,4.31,42.0,4.29,53.0,0.67,66.0,0.3,Lightweight,13.0
996,Trenell Young,167.64000000000001,65,69,Orthodox,1.43,22.0,5.13,50.0,1.13,62.15,1.1,Lightweight,20.0
997,Shane Young,172.72,65,72,Southpaw,6.01,40.0,5.15,56.0,0.73,64.0,0.0,Lightweight,25.0
998,Jason Young,175.26,65,73,Orthodox,2.97,37.0,3.2,50.0,1.98,55.0,0.0,Lightweight,66.0
999,Eric Wisely,172.72,65,69,Southpaw,1.42,47.0,2.08,56.0,0.0,27.0,0.9,Lightweight,43.63
1000,Sean Woodson,187.96,65,78,Southpaw,6.4,45.0,4.43,58.0,0.0,77.0,0.0,Lightweight,43.63
1001,Jianping Yang,170.18,65,69,Orthodox,1.4,26.0,2.07,65.0,1.0,33.0,0.0,Lightweight,25.0
1002,Jim Alers,175.26,65,71,Orthodox,2.9,40.0,4.38,56.0,2.26,80.0,0.3,Lightweight,41.0
1003,Pablo Alfonso,172.72,65,69,Orthodox,0.0,41.98,0.0,54.52,0.0,62.15,0.0,Lightweight,43.63
